,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Sales
8193,FDZ10,1.0,Low Fat,0.04453262,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1546.0
8194,FDY15,1.0,Regular,0.19453961000000003,Dairy,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1706.0
8195,DRA24,1.6,Regular,0.039895009,Soft Drinks,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1838.0
8196,FDV37,1.2,Regular,0.083683243,Canned,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,2289.0
8197,FDO10,1.0,Regular,0.012749289,Snack Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,505.0
8198,FDR59,1.1,Regular,0.063554289,Breads,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,3784.0
8199,FDR34,1.6,Regular,0.016030344,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3014.0
8200,FDG16,1.8,Low Fat,0.090324849,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2411.0
8201,FDO03,1.2,Regular,0.03670437,Meat,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,3022.0
8202,FDC09,1.2,Regular,0.026342897,Fruits and Vegetables,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1059.0
8203,FDJ52,0.8,Low Fat,0.017783501,Frozen Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1800.0
8204,FDL33,1.9,Low Fat,0.167316771,Snack Foods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,2375.0
8205,FDJ53,1.1,Low Fat,0.071660976,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,986.0
8206,FDX08,1.9,Low Fat,0.039576776,Fruits and Vegetables,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1762.0
8207,FDK32,0.7,Regular,0.049074897,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1784.0
8208,FDM20,0.8,Low Fat,0.038904624,Fruits and Vegetables,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,4163.0
8209,NCJ42,1.3,Low Fat,0.01438222,Household,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,962.0
8210,FDI50,0.8,Regular,0.030968306,Canned,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3460.0
8211,FDZ15,1.9,Low Fat,0.0,Dairy,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1137.0
8212,NCK18,1.3,Low Fat,0.0,Household,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1763.0
8213,FDW33,1.2,Low Fat,0.099681254,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1182.0
8214,NCT05,1.1,Low Fat,0.021037197,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,4163.0
8215,FDZ16,1.4,Regular,0.19453961000000003,Frozen Foods,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2085.0
8216,NCV17,0.6,Low Fat,0.016107549,Health and Hygiene,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.0
8217,FDE34,1.1,Low Fat,0.108330902,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2104.0
8218,FDH44,1.2,Regular,0.025924623,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1457.0
8219,NCK06,1.1,Low Fat,0.008664064,Household,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1128.0
8220,FDS46,1.6,Regular,0.047330801,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1592.0
8221,NCO42,1.1,Low Fat,0.024756031,Household,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.0
8222,FDL13,1.5,Regular,0.056406129,Breakfast,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,3461.0
8223,FDK14,1.5,Low Fat,0.0413383,Canned,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,624.0
8224,FDX13,0.8,Low Fat,0.047879864,Canned,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,3961.0
8225,DRI47,1.0,Low Fat,0.021005399,Hard Drinks,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1598.0
8226,FDG22,1.0,Regular,0.041615224,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,212.0
8227,FDA13,1.5,Low Fat,0.07867708,Canned,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,331.0
8228,FDE46,1.0,Low Fat,0.015769693,Snack Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1717.0
8229,FDX25,1.1,Low Fat,0.102633047,Canned,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2064.0
8230,FDC58,1.2,Low Fat,0.04217956,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,292.0
8231,NCA42,1.4,Low Fat,0.028710065,Household,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1901.0
8232,FDV01,1.0,Regular,0.085082648,Canned,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1793.0
8233,FDU24,0.7,Regular,0.140163038,Baking Goods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,987.0
8234,FDO51,1.1,Regular,0.042153502,Meat,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,305.0
8235,NCN14,1.1,Low Fat,0.15385153,Others,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,2118.0
8236,FDT37,0.7,Low Fat,0.061753511,Canned,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,3836.0
8237,FDY09,0.5,Low Fat,0.042179884,Snack Foods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1921.0
8238,NCG06,0.6,Low Fat,0.029420857,Household,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,3777.0
8239,FDG40,1.4,Low Fat,0.066657791,Frozen Foods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,256.0
8240,FDQ47,0.7,Regular,0.168154574,Breads,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,263.0
8241,DRH59,0.5,Low Fat,0.097805615,Hard Drinks,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,480.0
8242,FDH48,1.7,Low Fat,0.06082246,Baking Goods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,601.0
8243,FDE34,1.7,Low Fat,0.107870997,Snack Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,2328.0
8244,NCM05,1.5,Low Fat,0.059940022,Health and Hygiene,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,4000.0
8245,FDU55,1.6,Low Fat,0.035967107,Fruits and Vegetables,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,4163.0
8246,FDS60,0.7,Low Fat,0.032442388,Baking Goods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1904.0
8247,FDZ32,1.1,Regular,0.0,Fruits and Vegetables,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1047.0
8248,FDP12,1.8,Regular,0.045358609,Baking Goods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,358.0
8249,NCL31,1.1,Low Fat,0.119698523,Others,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1534.0
8250,FDR32,1.1,Regular,0.150238656,Fruits and Vegetables,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2945.0
8251,FDL08,1.3,Low Fat,0.049478259,Fruits and Vegetables,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,3653.0
8252,FDY34,0.7,Regular,0.010998932,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1828.0
8253,DRG23,0.6,Low Fat,0.0,Hard Drinks,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.0
8254,FDD04,0.5,Low Fat,0.08989642,Dairy,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1409.0
8255,FDX37,1.8,Low Fat,0.063385859,Canned,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1185.0
8256,FDM09,1.7,Regular,0.086281593,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1871.0
8257,FDA52,1.0,Regular,0.128315409,Frozen Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1813.0
8258,NCV41,1.6,Low Fat,0.017108186,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1050.0
8259,FDB20,0.6,Low Fat,0.051970838,Fruits and Vegetables,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,449.0
8260,FDD28,1.6,Low Fat,0.0,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,434.0
8261,FDI38,1.0,Regular,0.024482433,Canned,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,2484.0
8262,FDA28,1.8,Regular,0.047792845,Frozen Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1568.0
8263,FDB32,1.7,Low Fat,0.023339367,Fruits and Vegetables,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1067.0
8264,NCS54,1.2,Low Fat,0.009991273,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1746.0
8265,NCA17,1.6,Low Fat,0.045675104,Health and Hygiene,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1990.0
8266,FDR14,1.9,Low Fat,0.173904193,Dairy,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,390.0
8267,FDS58,1.3,Regular,0.021039273,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1944.0
8268,FDU08,0.9,Low Fat,0.027426689,Fruits and Vegetables,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1197.0
8269,FDI60,1.1,Regular,0.064141866,Baking Goods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,475.0
8270,FDU40,1.4,Low Fat,0.037556341,Frozen Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2135.0
8271,FDX46,1.5,Regular,0.057835325,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,462.0
8272,FDG41,0.7,Regular,0.076995176,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,998.0
8273,FDD14,1.8,Low Fat,0.19453961000000003,Canned,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2075.0
8274,FDX45,1.2,Low Fat,0.104348025,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1876.0
8275,NCN30,0.7,Low Fat,0.016989991,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1115.0
8276,DRH13,1.3,Low Fat,0.023885957,Soft Drinks,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1140.0
8277,NCP30,1.0,Low Fat,0.032954044,Household,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,275.0
8278,FDT52,1.1,Regular,0.047429578,Frozen Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,3972.0
8279,FDS36,1.6,Regular,0.047152554,Baking Goods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1133.0
8280,FDB03,1.8,Regular,0.157470693,Dairy,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3178.0
8281,FDO09,0.6,Regular,0.125274674,Snack Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,4163.0
8282,FDD28,1.5,Low Fat,0.053038775,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,469.0
8283,FDF08,0.9,Regular,0.065339802,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,548.0
8284,FDB49,1.3,Regular,0.05046718,Baking Goods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1041.0
8285,FDB08,0.5,Low Fat,0.0,Fruits and Vegetables,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1866.0
8286,NCP06,0.9,Low Fat,0.039306822,Household,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1878.0
8287,FDH28,1.7,Regular,0.110254143,Frozen Foods,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,257.0
8288,FDU20,1.4,Regular,0.037569401,Fruits and Vegetables,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1431.0
8289,DRB25,0.8,Low Fat,0.069852615,Soft Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1196.0
8290,NCM30,0.6,Low Fat,0.067676056,Household,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,261.0
8291,FDU57,0.8,Regular,0.149895348,Snack Foods,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1707.0
8292,FDF56,0.5,Regular,0.19453961000000003,Fruits and Vegetables,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1990.0
8293,NCT30,1.0,Low Fat,0.080277707,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,271.0
8294,FDX15,1.0,Low Fat,0.156935553,Meat,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1756.0
8295,FDX58,1.0,Low Fat,0.044011225,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,2162.0
8296,FDQ08,0.7,Regular,0.031685529,Fruits and Vegetables,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,474.0
8297,DRL23,1.0,Low Fat,0.015291576,Hard Drinks,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,910.0
8298,FDA25,1.1,Regular,0.068112874,Canned,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1028.0
8299,FDV09,1.9,Low Fat,0.020600553,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1526.0
8300,FDQ46,1.1,Low Fat,0.10423592,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1112.0
8301,FDH41,1.3,Low Fat,0.081614376,Frozen Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,2659.0
8302,FDY20,1.0,Regular,0.082215187,Fruits and Vegetables,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1148.0
8303,FDO37,1.4,Low Fat,0.021372636,Breakfast,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,3376.0
8304,FDZ55,0.8,Low Fat,0.025460232,Fruits and Vegetables,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1870.0
8305,FDS32,1.6,Regular,0.029510313,Fruits and Vegetables,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1561.0
8306,FDV50,0.9,Low Fat,0.122761775,Dairy,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1561.0
8307,NCV30,0.5,Low Fat,0.066065799,Household,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,443.0
8308,FDP16,0.5,Low Fat,0.039454924,Frozen Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,3864.0
8309,FDW39,1.9,Regular,0.036910398,Meat,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1747.0
8310,FDN39,1.3,Regular,0.0,Meat,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1739.0
8311,FDV55,1.5,Low Fat,0.055159054,Fruits and Vegetables,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.0
8312,FDZ20,1.6,Low Fat,0.034300475,Fruits and Vegetables,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,3816.0
8313,FDK02,1.2,Low Fat,0.112399145,Canned,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1588.0
8314,FDK10,0.7,Regular,0.040523265,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1761.0
8315,NCQ41,1.1,Low Fat,0.019559746,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2227.0
8316,FDA11,0.9,Low Fat,0.043483398,Baking Goods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,980.0
8317,FDN13,0.6,Low Fat,0.152366659,Breakfast,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1105.0
8318,NCA42,1.9,Low Fat,0.047784475,Household,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1885.0
8319,NCX30,0.8,Low Fat,0.026598474,Household,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,3927.0
8320,FDL10,1.0,Low Fat,0.039300964,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1017.0
8321,FDQ33,1.6,Low Fat,0.091348964,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.0
8322,NCE42,1.2,Low Fat,0.010602292,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,3418.0
8323,FDH58,1.4,Low Fat,0.0,Snack Foods,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,981.0
8324,FDF33,1.3,Low Fat,0.021579162,Seafood,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1156.0
8325,DRK49,0.5,Low Fat,0.03593692,Soft Drinks,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,254.0
8326,NCK19,0.7,Low Fat,0.09046564,Others,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,2374.0
8327,FDT24,0.7,Regular,0.0,Baking Goods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,396.0
8328,FDI57,1.4,Low Fat,0.054245722,Seafood,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2330.0
8329,NCQ06,1.7,Low Fat,0.041621987,Household,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,4137.0
8330,FDB16,1.9,Low Fat,0.044888397,Dairy,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,640.0
8331,FDB57,1.7,Regular,0.018805105,Fruits and Vegetables,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,3193.0
8332,DRD13,1.9,Low Fat,0.049279392,Soft Drinks,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,471.0
8333,FDC41,1.9,Low Fat,0.116815953,Frozen Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,451.0
8334,FDW59,1.2,Low Fat,0.020698674,Breads,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,636.0
8335,FDO49,1.3,Regular,0.033103556,Breakfast,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,369.0
8336,FDO08,1.3,Regular,0.090008963,Fruits and Vegetables,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1781.0
8337,NCV06,0.6,Low Fat,0.116750407,Household,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2254.0
8338,NCY06,0.7,Low Fat,0.061184804,Household,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,1450.0
8339,FDL03,0.5,Regular,0.027190917,Meat,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2064.0
8340,NCL31,1.6,Low Fat,0.120467994,Others,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1327.0
8341,FDU46,0.7,Regular,0.011189235,Snack Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,652.0
8342,FDF04,1.8,Low Fat,0.013714183,Frozen Foods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,4163.0
8343,FDX31,1.1,Regular,0.0,Fruits and Vegetables,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,3311.0
8344,FDI24,0.5,Low Fat,0.078728915,Baking Goods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1964.0
8345,FDY28,1.2,Regular,0.19453961000000003,Frozen Foods,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2610.0
8346,DRN11,0.9,Low Fat,0.163902159,Hard Drinks,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1481.0
8347,FDB10,1.6,Low Fat,0.067312613,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,3396.0
8348,FDI60,1.2,Regular,0.03832122,Baking Goods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,504.0
8349,FDN15,1.1,Low Fat,0.016653022,Meat,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1552.0
8350,NCE18,1.4,Low Fat,0.021421289,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,4163.0
8351,NCE43,1.7,Low Fat,0.102941345,Household,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1742.0
8352,NCN53,1.1,Low Fat,0.030479118,Health and Hygiene,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0
8353,NCX41,1.4,Low Fat,0.031024168,Health and Hygiene,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2716.0
8354,FDO52,0.5,Regular,0.077100381,Frozen Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1901.0
8355,FDW45,1.9,Low Fat,0.038978526,Snack Foods,141.04037979707547,OUT013,1987,High,Tier 3,Supermarket Type1,1596.0
8356,FDN45,1.7,Low Fat,0.117530851,Snack Foods,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,3084.0
8357,FDD38,1.4,Regular,0.008238064,Canned,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,971.0
8358,FDK27,1.8,Low Fat,0.015664229,Meat,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,1394.0
8359,FDG40,1.6,Low Fat,0.039824346,Frozen Foods,141.04037979707547,OUT046,1997,Small,Tier 1,Supermarket Type1,365.0
8360,FDA34,0.9,Low Fat,0.014883661,Starchy Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1943.0
8361,FDX48,1.1,Regular,0.038102203,Baking Goods,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1857.0
8362,FDY37,1.7,Regular,0.026440214,Canned,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1550.0
8363,DRE48,0.6,Low Fat,0.017396308,Soft Drinks,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,2354.0
8364,FDT58,1.7,Low Fat,0.086088353,Snack Foods,141.04037979707547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1961.0
8365,FDA19,0.8,Low Fat,0.092272132,Fruits and Vegetables,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,1373.0
8366,FDG52,1.5,Low Fat,0.065618434,Frozen Foods,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,337.0
8367,FDA32,1.6,Low Fat,0.052691046,Fruits and Vegetables,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,2568.0
8368,NCM19,1.4,Low Fat,0.047333044,Others,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1098.0
8369,NCF42,1.7,Low Fat,0.167722519,Household,141.04037979707547,OUT045,2002,Medium,Tier 2,Supermarket Type1,1766.0
8370,FDV23,1.1,Low Fat,0.105816753,Breads,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,1529.0
8371,DRA59,0.8,Regular,0.19453961000000003,Soft Drinks,141.04037979707547,OUT010,1998,Medium,Tier 3,Grocery Store,2292.0
8372,FDA01,0.5,Regular,0.054114924,Canned,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,409.0
8373,FDX44,1.6,Low Fat,0.042758477,Fruits and Vegetables,141.04037979707547,OUT027,1985,Medium,Tier 3,Supermarket Type3,603.0
8374,FDW25,1.9,Low Fat,0.037391881,Canned,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,765.0
8375,NCM05,1.1,Low Fat,0.104784329,Health and Hygiene,141.04037979707547,OUT019,1985,Small,Tier 1,Grocery Store,3975.0
8376,NCJ54,1.5,Low Fat,0.060055757,Household,141.04037979707547,OUT035,2004,Small,Tier 2,Supermarket Type1,3124.0
8377,NCK07,0.8,Low Fat,0.048885018,Others,141.04037979707547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1905.0
8378,NCX05,1.5,Low Fat,0.097611115,Health and Hygiene,141.04037979707547,OUT017,2007,Medium,Tier 2,Supermarket Type1,1187.0
